stationID,location,name,waterType,provider,updateDate
51,臺中市大甲區中山路一段1419號,清泉淨水自助加水站,null,null,2021-05-06
52,臺中市大甲區中山路一段466-10號,正松泉加水站,null,null,2021-05-06
53,臺中市大甲區中山路一段759號,正松泉中大加水站,null,null,2021-05-06
56,臺中市大甲區中山路二段194-1號,捷聖加水站,null,null,2021-05-06
60,臺中市大甲區文武路258號,三義加水站,null,null,2021-05-06
61,臺中市大甲區水源路600巷6號,正松泉優質加水站,null,null,2021-05-06
62,臺中市大甲區光明路179號,埔里水,null,null,2021-05-06
63,臺中市大甲區光明路219號,優質埔里水,null,null,2021-05-06
64,臺中市大甲區如意路49號,正松泉加水站,null,null,2021-05-06
65,臺中市大甲區育英路184號,倢聖加水站,null,null,2021-05-06
66,臺中市大甲區育英路53號,山泉水加水站,null,null,2021-05-06
67,臺中市大甲區育英路雁門路口,山泉水加水站,null,null,2021-05-06
68,臺中市大甲區東安路430號,正松泉加水站,null,null,2021-05-06
69,臺中市大甲區東安路76號,優質埔里水,null,null,2021-05-06
71,臺中市大甲區青年路65號,火炎山正松泉加水站,null,null,2021-05-06
72,臺中市大甲區青年路77號,周淵龍加水站,null,null,2021-05-06
73,臺中市大甲區復興路171號,幸福水站大甲五福旗艦館,null,null,2021-05-06
74,臺中市大甲區復興路59號,幸福水屋(台中大甲店),null,null,2021-05-06
75,臺中市大甲區復興路59號.,幸福水屋,null,null,2021-05-06
76,臺中市大甲區順天路114號,正松泉加水站,null,null,2021-05-06
77,臺中市大甲區新政路61號,新華加水屋-新正店,null,null,2021-05-06
78,臺中市大甲區興安路35-4號,水吉加水站,null,null,2021-05-06
79,臺中市大甲區臨江路41號,周淵龍加水站,null,null,2021-05-06
80,臺中市大肚區遊園路二段21號,倢聖加水站,null,null,2021-05-06
81,臺中市大肚區遊園路二段229號,水之鄉礦泉水,null,null,2021-05-06
82,臺中市大里區三興街13號,捷聖水生活館,null,null,2021-05-06
83,臺中市大里區三興街73號,藍泉健康加水屋,null,null,2021-05-06
84,臺中市大里區大里路213號,真埔里水加水站,null,null,2021-05-06
85,臺中市大里區大新街35號,24H加水站(大新),null,null,2021-05-06
86,臺中市大里區大德街18號,龍之泉加水站,null,null,2021-05-06
90,臺中市大里區中興路二段98號,埔里聯合泉水,null,null,2021-05-06
91,臺中市大里區仁化路1028號,3水埔里甘泉,null,null,2021-05-06
92,臺中市大里區仁化路500號,幸福水屋(大台大里仁化店),null,null,2021-05-06
93,臺中市大里區仁化路508號,好美麗加水站,null,null,2021-05-06
94,臺中市大里區公教街209巷2號,埔里聯合泉水,null,null,2021-05-06
95,臺中市大里區公教街47號,龍之泉加水站,null,null,2021-05-06
96,臺中市大里區公教街62號,埔里松泉水,null,null,2021-05-06
97,臺中市大里區文芳街115號,青山礦泉水,null,null,2021-05-06
